Player,Team,Position,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,
Elijah Wilborn,STFPA,C,30,25.6,10.8,4.1,7.5,0.54,0,0.2,0.167,2.6,4.7,0.56,2.9,4.5,7.4,1.7,0.8,1.6,1.9,3.2,
Sam Alexis,CHATT,C,33,26.4,10.8,4.5,8.2,0.55,0.4,1.6,0.269,1.3,2.8,0.484,2.7,6.4,9.1,1.8,0.3,2.1,1.8,2,
Nick Spinoso,PENN,C,29,28.3,10.8,4.6,9,0.51,0.1,0.6,0.118,1.5,3.2,0.473,1.9,6,7.9,3.7,0.7,1,2.7,2.3,
Rasheer Fleming,STJOE,C,35,26.8,10.7,4,7.6,0.528,1,3,0.324,1.7,2.8,0.612,2.5,4.9,7.4,0.8,0.8,1.5,1,2.6,
Yves Missi,BAYL,C,34,23,10.7,4.1,6.7,0.614,0,0,0,2.5,4.1,0.616,2.6,3,5.6,0.4,0.6,1.5,1.1,2.4,
Tre Mitchell,UK,C,27,30.3,10.7,3.8,7.9,0.484,0.9,3,0.305,2.1,2.9,0.744,1.8,5.4,7.2,2.6,0.7,1,1.4,2.6,
B.B. Knight,LAMAR,C,33,22.5,10.7,3.2,7.8,0.406,2,5.4,0.371,2.4,2.7,0.876,0.4,1.7,2,0.8,0.5,0.1,1.5,2,
"Eddie Lampkin, Jr.",COLO,C,37,27.8,10.6,4.3,7.4,0.579,0,0,0,2.1,3.2,0.661,2.5,4.5,7,2.2,0.3,0.1,2.6,2.2,
Owen Freeman,IOWA,C,34,22.8,10.6,4.3,6.9,0.614,0,0.1,0,2.1,3.2,0.661,2.4,4.2,6.6,1.2,0.9,1.8,1.1,2.7,
Adam Hamilton,LAMAR,C,32,21.6,10.5,4.4,7.9,0.563,0,0,0,1.6,2.6,0.619,2.7,4,6.7,1.7,0.5,1.1,1.6,2.6,
Supreme Cook,GTOWN,C,32,27.2,10.5,3.9,6.8,0.575,0,0,0,2.6,4.6,0.571,3.8,4.2,8,0.6,0.8,0.5,1.5,2.7,
Langdon Hatton,BELL,C,31,27.8,10.5,4.2,8.7,0.48,0.5,1.5,0.333,1.7,2.5,0.675,2,5.1,7.1,1.3,0.2,0.8,1,1.5,
Kooper Jacobi,EIU,C,17,29.4,10.5,4.2,9.6,0.439,0.9,2.6,0.333,1.1,2.1,0.528,2.8,4.9,7.7,1.6,0.7,0.4,1,2.4,
Shannon Grant,FAMU,C,29,22.8,10.4,4.4,7.6,0.586,0,0,0,1.5,2.6,0.595,1.4,3,4.4,0.7,0.5,0.7,1.6,2.2,
Cliff Omoruyi,RUTG,C,32,26.9,10.4,4.1,7.9,0.512,0,0.2,0.2,2.3,3.7,0.61,2.6,5.8,8.3,0.5,0.7,2.9,1.4,2.6,
Patrick Cartier,COLST,C,35,23.1,10.4,3.9,7.6,0.517,0.9,2.5,0.36,1.6,1.9,0.848,0.8,1.9,2.7,1.9,0.5,0.2,1.1,2.2,
Damian Forrest,UNA,C,31,28.9,10.4,4.3,7.1,0.606,0,0,0,1.7,2.6,0.667,2.5,5.7,8.2,0.8,0.6,0.7,1.3,2.8,
Brandon Love,TXST,C,34,25.2,10.4,4.1,7.6,0.549,0,0,0,2.1,3.9,0.53,2.4,3,5.4,0.8,0.7,1.4,2,3.3,
Harlan Obioha,NIAG,C,32,26.6,10.3,3.9,6.1,0.633,0,0,0,2.5,4,0.633,2.1,5.7,7.8,1.2,0.3,0.8,2,2.6,
Jason Spurgin,BGSU,C,34,30.4,10.3,3.8,8.3,0.457,1.1,3.4,0.339,1.5,2.2,0.684,1.6,4,5.6,1.6,0.8,1,1.8,2.4,
Joshua Jefferson,STMRY,C,26,25,10.2,4,8.6,0.469,0.6,2.3,0.267,1.5,2,0.731,1.5,5,6.5,2.3,1.2,0.4,1.5,2.1,
Bonke Maring,HCU,C,29,29,10.1,4.2,8.6,0.488,0,0.2,0,1.7,2.3,0.731,2.3,4.9,7.2,2.1,1.4,0.4,2.2,2.4,
Tyler Tejada,TOWS,C,34,23.2,10.1,3.5,8.5,0.417,1.3,3.7,0.352,1.7,2.1,0.843,0.6,2.6,3.3,0.8,0.3,0.4,1.4,1.3,
Yvan Ouedraogo,CALBU,C,32,28.7,10,3.9,7.7,0.502,0,0,0,2.3,4.6,0.497,3,5.5,8.5,1.1,0.6,0.9,2,2.3,
Pharrel Payne,MINN,C,32,23.3,10,4.1,6.8,0.602,0,0,0,1.9,4,0.472,2.4,3.7,6.1,1.2,0.3,1.4,1.6,2.2,
Chris Conway,OAKL,C,35,27,10,4.1,7.5,0.542,0.1,0.4,0.214,1.7,2.3,0.759,1.3,2.8,4.1,1.3,0.5,0.7,0.9,2.4,
Stephaun Walker,RMU,C,31,25.9,9.9,3.7,7.5,0.502,0.4,1.3,0.293,2,2.9,0.708,2.3,3.8,6.2,1,0.5,0.3,1.5,3.3,
Rodney Howard,WKU,C,33,20.1,9.9,4.1,7.5,0.548,0,0,0,1.6,2.4,0.675,1.9,2.9,4.8,0.8,0.4,0.5,1.4,2.2,
Izaiyah Nelson,ARKST,C,37,22.5,9.8,3.9,6.1,0.63,0.1,0.5,0.25,2,3,0.652,2.9,4.7,7.6,0.4,0.6,2,1.1,3.2,
Szymon Zapala,LONG,C,35,16.8,9.8,3.8,6.1,0.629,0.1,0.1,0.667,2.1,3.2,0.655,2.2,3.4,5.6,0.3,0.2,0.8,1.4,1.9,
Qudus Wahab,PENST,C,33,25.6,9.8,3.7,6.3,0.594,0,0,0,2.3,3.2,0.71,2.7,5.1,7.8,0.5,0.8,1.5,1.1,2.6,
Rob Carpenter,NMSU,C,22,18.5,9.7,3.4,7,0.477,1,3,0.348,2,2.4,0.827,1.5,2.4,3.9,0.2,0.5,0.4,0.8,3.2,
Warren Washington,TXTCH,C,25,26.8,9.7,4.2,6.7,0.623,0,0,0,1.4,2.5,0.556,2.4,5.1,7.4,1.7,0.8,1.5,1.5,2.3,
Dillon Mitchell,TEXAS,C,34,29,9.6,4.1,6.9,0.585,0,0.2,0,1.5,2.6,0.598,1.8,5.7,7.5,1.4,1,0.9,1.4,1.7,
Jason Jitoboh,TNST,C,26,23.7,9.6,3.3,5.9,0.565,0,0.1,0.333,2.9,3.5,0.815,1.9,3.1,5,1,0.5,2.8,1.5,2.9,
Efton Reid III,WF,C,28,27.5,9.6,3.8,6.9,0.546,0.3,1.1,0.281,1.7,2,0.842,2.3,5.5,7.9,1.6,0.6,1.3,1.6,3.3,
"Reggie Ward, Jr.",BTHCK,C,33,22.5,9.6,3.6,6.5,0.549,0.4,0.9,0.414,2.1,3.2,0.651,1.4,3.2,4.5,0.6,1,0.2,2.1,2.9,
R.J. Melendez,UGA,C,36,20.6,9.6,3.5,7.7,0.451,1,3.2,0.304,1.7,1.9,0.882,1.2,2.9,4.1,0.8,1.1,0.2,1.3,1.4,
Wheza Panzo,IONA,C,33,31.8,9.6,3.3,8.8,0.374,2.7,7.5,0.366,0.3,0.5,0.667,0.5,2.1,2.6,1.4,1.1,0.6,0.4,1.9,
Viktor Lakhin,CINCY,C,28,22.4,9.6,3.9,7.8,0.502,0.5,1.9,0.259,1.2,2.2,0.557,2.5,3.8,6.3,1.7,0.6,0.8,1.3,1.8,
Quincy Guerrier,ILL,C,38,24.1,9.6,3.3,7,0.476,1.1,3,0.374,1.7,3.1,0.569,1.7,4.4,6.1,0.3,0.3,0.3,0.9,1.8,
Maliq Brown,SYRA,C,32,29.6,9.5,4,5.7,0.698,0.2,0.6,0.368,1.4,1.9,0.721,2.3,4.8,7.2,1.8,2.2,0.9,1.3,3,
Noah Waterman,BYU,C,33,24.1,9.5,3.2,7,0.457,1.7,4.7,0.37,1.4,1.7,0.807,1.3,4.1,5.4,0.7,0.4,0.6,0.7,1.8,
Jacob Hutson,UNI,C,33,22.4,9.5,3.5,6.2,0.568,0.3,0.7,0.458,2.1,3.4,0.607,1.2,2.5,3.7,1.3,0.4,0.5,1.5,2.2,
Kyler Filewich,WOFF,C,32,26.3,9.4,4.2,7.5,0.563,0,0.3,0.125,1,3.1,0.316,3.2,5.6,8.8,3.4,0.5,0.5,1.6,1.9,
Ndewedo Newbury,SANFR,C,34,25.8,9.4,3.6,6.8,0.526,1.2,3.1,0.4,1.1,1.4,0.766,1.4,2.3,3.7,1.7,0.8,1.1,1.7,2.9,
Brandton Chatfield,SEA,C,37,23.5,9.4,3.8,6.3,0.601,0.2,0.9,0.273,1.6,2.4,0.678,2.3,3.1,5.4,0.5,0.4,0.8,1.2,3.1,
Jared Garcia,TULSA,C,31,22.6,9.4,3.3,7.8,0.42,1.2,3.8,0.325,1.6,2,0.778,1.5,4.5,6,0.9,0.5,1.4,1.5,2.4,
Christoph Tilly,SCU,C,29,20.1,9.4,3.7,6.7,0.552,0.1,0.4,0.308,1.9,2.7,0.692,1.7,2.8,4.5,1.9,0.6,0.7,1.6,2.7,
Trevin Dorius,UVU,C,32,23.5,9.4,3.7,7,0.525,0,0.1,0.5,2,2.8,0.722,3,4.9,7.9,0.7,0.7,1.8,1.2,2.8,
Rivaldo Soares,OKLA,C,30,24.1,9.4,2.9,5.4,0.547,1,2.6,0.392,2.5,3.1,0.804,1.1,3.8,4.9,1.4,0.5,0.4,1.1,1.6,
Nick Dorn,ELON,C,30,23.2,9.4,3.1,8,0.392,2,5.5,0.364,1.1,1.5,0.75,0.9,2.2,3.1,0.5,0.5,0.1,0.8,1.2,
Micah Parrish,SDSU,C,37,27.5,9.3,3.3,8.4,0.39,1.3,4.4,0.292,1.5,2.1,0.737,0.9,3.2,4.1,1.9,1.2,0.4,0.8,2.8,
